Ticket ID,Ticket_Date,Ticket Priority,Ticket Channel,Ticket Type,Product Purchased,Resolution_Hours,Is_SLA_Breach,Breach_Cost,Breach_Cost,Pred_Breach_Prob,Risk_Bucket
2102,2023-01-22,Critical,Email,Billing inquiry,Nintendo Switch Pro Controller,10.183333333333334,True,500,500,0.8639701969931184,High Risk
2104,2023-03-08,Medium,Email,Product inquiry,LG Smart TV,14.05,False,0,0,0.12838637316188697,Low Risk
2105,2023-03-17,Medium,Phone,Technical issue,Amazon Echo,3.2666666666666666,False,0,0,0.037835566759625565,Low Risk
2110,2023-01-26,Low,Phone,Product inquiry,Microsoft Surface,5.166666666666667,False,0,0,0.022548969556821577,Low Risk
2116,2023-01-16,Low,Social media,Refund request,Fitbit Versa Smartwatch,7.35,False,0,0,0.03616813430044363,Low Risk
2125,2023-02-20,High,Social media,Technical issue,Nintendo Switch Pro Controller,6.516666666666667,False,0,0,0.8065892010736675,High Risk
2129,2023-03-27,Medium,Chat,Cancellation request,LG Washing Machine,15.333333333333334,False,0,0,0.03711187111392713,Low Risk
2130,2023-02-26,Critical,Social media,Cancellation request,Dell XPS,8.233333333333333,True,500,500,0.8433403468554104,High Risk
2135,2023-01-29,Low,Social media,Product inquiry,Bose QuietComfort,4.083333333333333,False,0,0,0.03466213951691905,Low Risk
2140,2023-03-19,Critical,Chat,Billing inquiry,Dell XPS,1.0333333333333334,False,0,0,0.5459988956231278,Medium Risk
2143,2023-03-10,Critical,Chat,Technical issue,Canon EOS,5.516666666666667,True,500,500,0.8691008246705345,High Risk
2145,2023-02-16,High,Social media,Product inquiry,Microsoft Office,6.566666666666666,False,0,0,0.39661413583454364,Medium Risk
2155,2023-03-03,Medium,Email,Product inquiry,Canon EOS,14.033333333333333,False,0,0,0.05174772572781485,Low Risk
2156,2023-03-10,High,Chat,Billing inquiry,LG Washing Machine,3.9833333333333334,False,0,0,0.5948360393402745,Medium Risk
2163,2023-03-17,Low,Email,Billing inquiry,Adobe Photoshop,4.033333333333333,False,0,0,0.027058779241761227,Low Risk
2178,2023-01-16,High,Phone,Billing inquiry,Google Pixel,7.116666666666666,False,0,0,0.5088038180578122,Medium Risk
2180,2023-02-17,High,Email,Product inquiry,Nikon D,18.133333333333333,True,200,200,0.7400123357711662,High Risk
2185,2023-03-26,Medium,Chat,Refund request,Nintendo Switch,4.75,False,0,0,0.061462427441205385,Low Risk
2194,2023-02-08,Medium,Email,Billing inquiry,Microsoft Xbox Controller,10.416666666666666,False,0,0,0.03392364911293977,Low Risk
2198,2023-02-02,Low,Social media,Cancellation request,Asus ROG,10.483333333333333,False,0,0,0.07649147459908337,Low Risk
2203,2023-01-23,Medium,Chat,Product inquiry,Philips Hue Lights,14.5,False,0,0,0.06503294573501912,Low Risk
2212,2023-01-10,High,Chat,Refund request,Amazon Kindle,11.183333333333334,True,200,200,0.7911830990683861,High Risk
2217,2023-03-10,Critical,Social media,Billing inquiry,GoPro Hero,9.333333333333334,True,500,500,0.8135640973444899,High Risk
2222,2023-02-03,High,Chat,Refund request,Sony 4K HDR TV,20.166666666666668,True,200,200,0.8152033847097638,High Risk
2226,2023-02-21,Critical,Phone,Cancellation request,Sony Xperia,6.85,True,500,500,0.8984578772943009,High Risk
2229,2023-01-10,High,Phone,Technical issue,Sony PlayStation,5.566666666666666,False,0,0,0.6463934770073982,Medium Risk
2237,2023-01-19,Medium,Email,Technical issue,Nintendo Switch,18.8,False,0,0,0.02768452897215455,Low Risk
2246,2023-02-27,Medium,Chat,Product inquiry,Amazon Kindle,8.7,False,0,0,0.04417317945024643,Low Risk
2247,2023-01-01,Low,Chat,Product inquiry,LG Smart TV,3.7333333333333334,False,0,0,0.059217205638077065,Low Risk
2250,2023-03-10,Critical,Chat,Billing inquiry,Xbox,4.316666666666666,True,500,500,0.7118546970666146,High Risk
2252,2023-01-04,High,Phone,Product inquiry,MacBook Pro,4.083333333333333,False,0,0,0.4844945374492616,Medium Risk
2255,2023-01-16,High,Chat,Billing inquiry,Philips Hue Lights,18.066666666666666,True,200,200,0.7243550722916832,High Risk
2262,2023-01-24,Medium,Email,Cancellation request,Samsung Soundbar,0.5333333333333333,False,0,0,0.024995852500475264,Low Risk
2263,2023-03-21,High,Phone,Refund request,LG OLED,20.333333333333332,True,200,200,0.694822305210917,High Risk
2267,2023-01-02,Critical,Social media,Product inquiry,Dell XPS,0.36666666666666664,False,0,0,0.6888890764703439,High Risk
2270,2023-02-01,Critical,Email,Technical issue,Roomba Robot Vacuum,14.733333333333333,True,500,500,0.8319668951069521,High Risk
2272,2023-03-25,Low,Chat,Billing inquiry,PlayStation,3.3833333333333333,False,0,0,0.02414178812682113,Low Risk
2274,2023-01-24,Medium,Phone,Product inquiry,Canon EOS,3.8333333333333335,False,0,0,0.047550954051908734,Low Risk
2277,2023-01-12,Low,Social media,Technical issue,Bose QuietComfort,8.166666666666666,False,0,0,0.027625909826215586,Low Risk
2295,2023-02-19,High,Email,Cancellation request,Nintendo Switch Pro Controller,10.566666666666666,True,200,200,0.8095425059856637,High Risk
2312,2023-02-04,High,Phone,Refund request,Nest Thermostat,23.366666666666667,True,200,200,0.8016343529170237,High Risk
2315,2023-02-02,High,Social media,Technical issue,Sony Xperia,13.466666666666667,True,200,200,0.6823458815917455,High Risk
2321,2023-02-02,Medium,Chat,Technical issue,Sony Xperia,7.616666666666666,False,0,0,0.03506057576233786,Low Risk
2322,2023-03-02,Medium,Chat,Technical issue,Garmin Forerunner,12.45,False,0,0,0.05889830819661604,Low Risk
2323,2023-02-20,High,Social media,Product inquiry,Nintendo Switch,5.25,False,0,0,0.47807080547962033,Medium Risk
2324,2023-02-12,Low,Chat,Product inquiry,Microsoft Office,17.966666666666665,False,0,0,0.038443055557014556,Low Risk
2329,2023-01-12,Critical,Phone,Billing inquiry,Apple AirPods,22.066666666666666,True,500,500,0.7857004979944645,High Risk
2338,2023-03-08,Critical,Chat,Technical issue,Amazon Kindle,10.3,True,500,500,0.878415797265281,High Risk
2341,2023-03-06,Low,Chat,Technical issue,Sony 4K HDR TV,19.516666666666666,False,0,0,0.05392264438299073,Low Risk
2345,2023-02-02,Critical,Chat,Cancellation request,Google Nest,3.3833333333333333,False,0,0,0.7669062988387899,High Risk
2347,2023-02-09,Low,Chat,Product inquiry,Autodesk AutoCAD,0.1,False,0,0,0.022631078193408698,Low Risk
2352,2023-03-15,Medium,Phone,Billing inquiry,Bose QuietComfort,10.5,False,0,0,0.032928209441777385,Low Risk
2359,2023-02-12,Low,Social media,Technical issue,Fitbit Charge,17.116666666666667,False,0,0,0.0628277977123447,Low Risk
2361,2023-02-13,Medium,Phone,Technical issue,Asus ROG,17.95,False,0,0,0.12307408978419543,Low Risk
2362,2023-01-29,Medium,Social media,Billing inquiry,Garmin Forerunner,2.0166666666666666,False,0,0,0.12797635237176633,Low Risk
2363,2023-01-13,Critical,Chat,Billing inquiry,Sony 4K HDR TV,13.95,True,500,500,0.7912888433510069,High Risk
2365,2023-01-12,High,Social media,Refund request,GoPro Hero,9.416666666666666,True,200,200,0.7261217860253114,High Risk
2368,2023-02-15,Critical,Chat,Refund request,Asus ROG,6.916666666666667,True,500,500,0.8826213873196022,High Risk
2372,2023-01-02,Low,Phone,Cancellation request,LG Smart TV,13.3,False,0,0,0.03255817213668732,Low Risk
2373,2023-02-04,Medium,Social media,Technical issue,Asus ROG,4.966666666666667,False,0,0,0.02156528219085155,Low Risk
2378,2023-03-28,Low,Email,Product inquiry,MacBook Pro,24.133333333333333,False,0,0,0.0746278655801337,Low Risk
2379,2023-03-22,Medium,Phone,Technical issue,Sony 4K HDR TV,3.5166666666666666,False,0,0,0.05979159508087905,Low Risk
2391,2023-01-08,Critical,Phone,Technical issue,Sony 4K HDR TV,3.4166666666666665,False,0,0,0.8198417007908747,High Risk
2393,2023-01-26,Medium,Phone,Refund request,Sony Xperia,6.0,False,0,0,0.13846136823782257,Low Risk
2395,2023-03-15,High,Email,Refund request,iPhone,16.25,True,200,200,0.8044931763632038,High Risk
2402,2023-02-03,Medium,Phone,Billing inquiry,iPhone,1.35,False,0,0,0.0258664978437574,Low Risk
2403,2023-01-07,Low,Social media,Product inquiry,Garmin Forerunner,0.8,False,0,0,0.04856471455035415,Low Risk
2410,2023-03-09,Low,Social media,Cancellation request,Autodesk AutoCAD,21.15,False,0,0,0.05162348928370157,Low Risk
2411,2023-02-27,Critical,Phone,Technical issue,Dyson Vacuum Cleaner,18.116666666666667,True,500,500,0.8760787932682806,High Risk
2412,2023-03-16,Medium,Phone,Technical issue,Microsoft Surface,3.5,False,0,0,0.03069913140786037,Low Risk
2413,2023-01-29,High,Chat,Technical issue,Nintendo Switch Pro Controller,13.05,True,200,200,0.7687876052749822,High Risk
2416,2023-02-05,Low,Chat,Technical issue,Xbox,16.9,False,0,0,0.04960806616648896,Low Risk
2421,2023-03-30,Low,Email,Refund request,Nintendo Switch,0.4,False,0,0,0.02997706105798102,Low Risk
2422,2023-01-21,Critical,Email,Cancellation request,Sony Xperia,6.416666666666667,True,500,500,0.9261413168926214,High Risk
2426,2023-02-05,Critical,Email,Product inquiry,Canon DSLR Camera,6.3,True,500,500,0.8896183407330739,High Risk
2439,2023-01-10,High,Chat,Refund request,GoPro Hero,16.233333333333334,True,200,200,0.824579880843986,High Risk
2442,2023-03-14,High,Chat,Cancellation request,Garmin Forerunner,0.016666666666666666,False,0,0,0.551352090364627,Medium Risk
2450,2023-01-24,Low,Social media,Cancellation request,Canon DSLR Camera,6.5,False,0,0,0.030039811596476115,Low Risk
2454,2023-03-05,High,Chat,Cancellation request,Apple AirPods,0.48333333333333334,False,0,0,0.5727790852427703,Medium Risk
2465,2023-02-18,Critical,Phone,Product inquiry,Microsoft Office,10.75,True,500,500,0.8869673244620331,High Risk
2467,2023-02-05,Medium,Social media,Billing inquiry,Xbox,16.783333333333335,False,0,0,0.024330297107996928,Low Risk
2468,2023-03-23,Critical,Phone,Product inquiry,Google Pixel,0.95,False,0,0,0.8791384496155557,High Risk
2470,2023-01-24,Critical,Chat,Billing inquiry,GoPro Action Camera,8.5,True,500,500,0.7872955848298108,High Risk
2471,2023-01-23,Low,Chat,Cancellation request,LG OLED,15.416666666666666,False,0,0,0.02632335781360229,Low Risk
2472,2023-03-03,Medium,Email,Technical issue,MacBook Pro,7.116666666666666,False,0,0,0.08796493190829302,Low Risk
2473,2023-02-06,High,Social media,Technical issue,LG Washing Machine,2.433333333333333,False,0,0,0.32279529779383526,Low Risk
2474,2023-01-12,Medium,Phone,Technical issue,Samsung Galaxy,12.266666666666667,False,0,0,0.035603238978874456,Low Risk
2477,2023-02-24,High,Email,Refund request,Xbox,20.933333333333334,True,200,200,0.7701232599102216,High Risk
2479,2023-01-13,Medium,Social media,Technical issue,LG Smart TV,7.65,False,0,0,0.12653420345966326,Low Risk
2486,2023-01-23,High,Social media,Technical issue,Dyson Vacuum Cleaner,4.7,False,0,0,0.47453443686936747,Medium Risk
2493,2023-03-30,Critical,Email,Billing inquiry,Microsoft Office,16.666666666666668,True,500,500,0.7904318670941517,High Risk
2507,2023-01-30,High,Chat,Refund request,Apple AirPods,19.5,True,200,200,0.6578674492212403,Medium Risk
2517,2023-01-17,Low,Phone,Technical issue,Amazon Kindle,0.9833333333333333,False,0,0,0.013939607660782588,Low Risk
2523,2023-03-03,Low,Email,Technical issue,Nikon D,11.216666666666667,False,0,0,0.024325807158415744,Low Risk
2530,2023-03-25,Critical,Social media,Billing inquiry,Google Nest,2.5166666666666666,False,0,0,0.5342502273039585,Medium Risk
2532,2023-03-30,Critical,Chat,Technical issue,Philips Hue Lights,5.466666666666667,True,500,500,0.9098619263558962,High Risk
2534,2023-03-27,Low,Social media,Billing inquiry,Google Nest,6.216666666666667,False,0,0,0.024496085631266235,Low Risk
2540,2023-01-13,Critical,Phone,Billing inquiry,Nintendo Switch Pro Controller,2.683333333333333,False,0,0,0.8093882109803614,High Risk
2541,2023-02-28,Low,Phone,Technical issue,Microsoft Surface,0.016666666666666666,False,0,0,0.02863704630838191,Low Risk
2549,2023-01-19,Low,Email,Refund request,Samsung Galaxy,14.15,False,0,0,0.09731054905757984,Low Risk
2556,2023-02-18,High,Chat,Product inquiry,Microsoft Surface,2.716666666666667,False,0,0,0.6135615196703095,Medium Risk
2568,2023-01-12,High,Phone,Product inquiry,Nintendo Switch Pro Controller,0.38333333333333336,False,0,0,0.719615991705206,High Risk
2574,2023-03-02,Critical,Email,Refund request,LG OLED,11.866666666666667,True,500,500,0.9032002832180704,High Risk
2576,2023-01-19,High,Chat,Cancellation request,PlayStation,1.4,False,0,0,0.6533673594879373,Medium Risk
2587,2023-03-17,Medium,Social media,Refund request,LG Washing Machine,6.783333333333333,False,0,0,0.04405247745952916,Low Risk
2588,2023-01-09,Low,Chat,Refund request,Canon DSLR Camera,1.6166666666666667,False,0,0,0.03240850229087749,Low Risk
2590,2023-03-12,Medium,Email,Product inquiry,Bose SoundLink Speaker,14.766666666666667,False,0,0,0.05807397587394411,Low Risk
2597,2023-01-28,Low,Email,Cancellation request,Bose QuietComfort,9.916666666666666,False,0,0,0.05185581274028971,Low Risk
2608,2023-03-19,Low,Email,Refund request,Nest Thermostat,11.9,False,0,0,0.023824639799594552,Low Risk
2610,2023-02-21,Low,Social media,Cancellation request,Dell XPS,10.766666666666667,False,0,0,0.051081925863297704,Low Risk
2612,2023-03-24,High,Chat,Billing inquiry,Amazon Echo,4.4,False,0,0,0.3607566826127018,Medium Risk
2630,2023-01-16,Critical,Chat,Billing inquiry,Adobe Photoshop,8.566666666666666,True,500,500,0.7156727328013536,High Risk
2638,2023-03-10,Low,Social media,Refund request,Samsung Galaxy,1.5333333333333334,False,0,0,0.034243369864616256,Low Risk
2639,2023-01-12,Critical,Email,Refund request,Amazon Echo,18.85,True,500,500,0.8944492892066341,High Risk
2644,2023-01-25,High,Chat,Billing inquiry,Bose SoundLink Speaker,1.05,False,0,0,0.6751574562351892,High Risk
2645,2023-02-21,Medium,Social media,Product inquiry,Garmin Forerunner,4.5,False,0,0,0.037173926308728095,Low Risk
2646,2023-03-26,Low,Social media,Product inquiry,Samsung Soundbar,5.433333333333334,False,0,0,0.026720911305650675,Low Risk
2649,2023-02-22,Low,Social media,Billing inquiry,Amazon Echo,26.3,False,0,0,0.05560523763021268,Low Risk
2650,2023-01-23,High,Social media,Product inquiry,Google Pixel,16.533333333333335,True,200,200,0.5787124896393631,Medium Risk
2652,2023-01-16,Critical,Email,Refund request,Nintendo Switch,0.5833333333333334,False,0,0,0.6698852331044564,High Risk
2657,2023-02-26,Medium,Email,Refund request,Amazon Echo,3.3333333333333335,False,0,0,0.17438693793462542,Low Risk
2662,2023-02-08,Low,Phone,Cancellation request,Microsoft Surface,4.466666666666667,False,0,0,0.025710362307215632,Low Risk
2671,2023-02-22,Medium,Phone,Cancellation request,Nintendo Switch,0.26666666666666666,False,0,0,0.029582837497199938,Low Risk
2679,2023-02-11,Critical,Email,Technical issue,iPhone,16.783333333333335,True,500,500,0.9077941497313361,High Risk
2680,2023-02-27,Low,Email,Product inquiry,Nest Thermostat,13.2,False,0,0,0.03107458849193462,Low Risk
2683,2023-02-08,Medium,Chat,Product inquiry,Roomba Robot Vacuum,8.216666666666667,False,0,0,0.053992510566243664,Low Risk
2687,2023-01-14,High,Email,Billing inquiry,Bose SoundLink Speaker,1.9833333333333334,False,0,0,0.6740089632950911,High Risk
2696,2023-01-05,Medium,Email,Cancellation request,Microsoft Office,4.266666666666667,False,0,0,0.030532319045311992,Low Risk
2701,2023-02-04,Critical,Social media,Technical issue,Amazon Kindle,13.533333333333333,True,500,500,0.8866000742707894,High Risk
2705,2023-03-28,Low,Phone,Cancellation request,iPhone,8.033333333333333,False,0,0,0.0734178841353798,Low Risk
2716,2023-03-16,Low,Email,Technical issue,PlayStation,26.616666666666667,False,0,0,0.045610260794656195,Low Risk
2718,2023-01-18,Critical,Social media,Cancellation request,Philips Hue Lights,5.366666666666666,True,500,500,0.9002675043269098,High Risk
2734,2023-03-17,High,Chat,Billing inquiry,Philips Hue Lights,16.516666666666666,True,200,200,0.6282929975251302,Medium Risk
2737,2023-01-09,Low,Email,Product inquiry,Sony PlayStation,5.0,False,0,0,0.01954155546624049,Low Risk
2739,2023-03-15,Low,Chat,Cancellation request,Dyson Vacuum Cleaner,3.216666666666667,False,0,0,0.0229065221058135,Low Risk
2740,2023-02-27,Medium,Email,Billing inquiry,Bose QuietComfort,4.0,False,0,0,0.02691053025980148,Low Risk
2752,2023-01-17,Low,Chat,Product inquiry,Garmin Forerunner,13.85,False,0,0,0.03988761938483444,Low Risk
2753,2023-01-07,Medium,Email,Product inquiry,Philips Hue Lights,5.4,False,0,0,0.05459464657758023,Low Risk
2754,2023-02-15,Low,Email,Cancellation request,Canon EOS,23.583333333333332,False,0,0,0.0798787914217317,Low Risk
2755,2023-01-13,Critical,Social media,Refund request,Google Nest,4.783333333333333,True,500,500,0.7762441853848174,High Risk
2756,2023-02-09,High,Phone,Billing inquiry,LG OLED,2.033333333333333,False,0,0,0.6567446543089627,Medium Risk
2760,2023-02-11,Medium,Email,Product inquiry,Apple AirPods,3.6,False,0,0,0.03506728413818108,Low Risk
2763,2023-01-09,High,Email,Technical issue,Lenovo ThinkPad,15.916666666666666,True,200,200,0.7132465793135303,High Risk
2767,2023-02-19,High,Phone,Product inquiry,LG OLED,11.216666666666667,True,200,200,0.7024804177318594,High Risk
2771,2023-01-27,Critical,Social media,Billing inquiry,iPhone,14.4,True,500,500,0.8889214538817616,High Risk
2773,2023-03-07,Critical,Phone,Technical issue,Google Pixel,7.216666666666667,True,500,500,0.8189635069067315,High Risk
2774,2023-01-05,Low,Social media,Product inquiry,Bose SoundLink Speaker,15.2,False,0,0,0.07282122697851325,Low Risk
2780,2023-01-29,Medium,Chat,Cancellation request,MacBook Pro,4.783333333333333,False,0,0,0.03714222439884685,Low Risk
2781,2023-02-06,High,Chat,Refund request,LG OLED,18.666666666666668,True,200,200,0.8110977582528655,High Risk
2784,2023-02-07,High,Social media,Product inquiry,Adobe Photoshop,15.816666666666666,True,200,200,0.6468425690611381,Medium Risk
2801,2023-03-24,Low,Chat,Billing inquiry,Asus ROG,8.783333333333333,False,0,0,0.030672578130256558,Low Risk
2804,2023-01-08,Medium,Chat,Cancellation request,Canon EOS,10.983333333333333,False,0,0,0.10021973630587351,Low Risk
2808,2023-03-06,Critical,Email,Technical issue,MacBook Pro,16.933333333333334,True,500,500,0.9074387407689415,High Risk
2809,2023-03-27,Critical,Email,Technical issue,Philips Hue Lights,3.6666666666666665,False,0,0,0.7225115734153393,High Risk
2810,2023-01-17,Low,Social media,Product inquiry,Nest Thermostat,9.233333333333333,False,0,0,0.03226382964620185,Low Risk
2811,2023-03-12,Critical,Social media,Cancellation request,Canon EOS,2.7666666666666666,False,0,0,0.8399245946161846,High Risk
2812,2023-03-30,Critical,Social media,Technical issue,Autodesk AutoCAD,7.883333333333334,True,500,500,0.8147533182297108,High Risk
2818,2023-02-14,Low,Email,Product inquiry,Nest Thermostat,11.966666666666667,False,0,0,0.07274797921939077,Low Risk
2819,2023-01-04,Medium,Social media,Technical issue,Dyson Vacuum Cleaner,6.5,False,0,0,0.01816541357548192,Low Risk
2823,2023-02-05,Critical,Phone,Product inquiry,GoPro Hero,4.933333333333334,True,500,500,0.9018038023544599,High Risk
2829,2023-03-11,Medium,Chat,Technical issue,Amazon Echo,7.433333333333334,False,0,0,0.048893858904749635,Low Risk
2839,2023-01-31,Medium,Phone,Billing inquiry,Canon DSLR Camera,11.383333333333333,False,0,0,0.1147006509985675,Low Risk
2843,2023-01-19,Low,Phone,Billing inquiry,Nintendo Switch Pro Controller,12.583333333333334,False,0,0,0.02933177245095407,Low Risk
2846,2023-03-02,High,Chat,Technical issue,Canon EOS,7.866666666666666,False,0,0,0.7734115876455957,High Risk
2848,2023-02-23,High,Chat,Technical issue,Amazon Echo,10.5,True,200,200,0.7917418059812935,High Risk
2850,2023-02-08,Critical,Chat,Refund request,Google Pixel,6.233333333333333,True,500,500,0.8174149602620473,High Risk
2857,2023-03-15,High,Phone,Technical issue,LG Washing Machine,18.25,True,200,200,0.6389923501292161,Medium Risk
2875,2023-01-19,Medium,Chat,Technical issue,iPhone,19.966666666666665,False,0,0,0.08688602579059806,Low Risk
2878,2023-02-08,Medium,Phone,Product inquiry,Fitbit Versa Smartwatch,16.283333333333335,False,0,0,0.18624654183745654,Low Risk
2884,2023-03-08,Low,Chat,Cancellation request,Roomba Robot Vacuum,8.8,False,0,0,0.04224580157024983,Low Risk
2904,2023-02-14,Low,Chat,Billing inquiry,Dyson Vacuum Cleaner,3.2666666666666666,False,0,0,0.022111830147158743,Low Risk
2914,2023-01-13,High,Phone,Cancellation request,Bose QuietComfort,1.1833333333333333,False,0,0,0.43424686733604945,Medium Risk
2918,2023-02-27,High,Chat,Cancellation request,Philips Hue Lights,4.233333333333333,False,0,0,0.6231007714202906,Medium Risk
2922,2023-01-20,Low,Chat,Billing inquiry,Nikon D,10.433333333333334,False,0,0,0.059544123649299036,Low Risk
2929,2023-03-13,Low,Email,Refund request,iPhone,11.683333333333334,False,0,0,0.039074881038116155,Low Risk
2930,2023-03-02,High,Email,Cancellation request,Nintendo Switch Pro Controller,13.366666666666667,True,200,200,0.6986848323565825,High Risk
2934,2023-02-08,High,Email,Refund request,Samsung Soundbar,9.833333333333334,True,200,200,0.8444623643847126,High Risk
2935,2023-01-01,High,Chat,Cancellation request,GoPro Hero,15.166666666666666,True,200,200,0.7557488086823153,High Risk
2938,2023-01-03,Critical,Email,Technical issue,Canon EOS,16.216666666666665,True,500,500,0.8633905577723192,High Risk
2939,2023-03-18,Critical,Social media,Billing inquiry,Google Nest,3.25,False,0,0,0.7046647064030992,High Risk
2947,2023-03-03,Medium,Phone,Technical issue,Microsoft Xbox Controller,6.25,False,0,0,0.01541076607024535,Low Risk
2955,2023-03-04,Low,Email,Technical issue,Philips Hue Lights,24.716666666666665,False,0,0,0.07562554480321644,Low Risk
2967,2023-01-25,Critical,Chat,Cancellation request,Microsoft Office,15.9,True,500,500,0.8357364208416798,High Risk
2968,2023-02-25,Critical,Social media,Technical issue,Canon DSLR Camera,9.816666666666666,True,500,500,0.8433134685687008,High Risk
2969,2023-02-02,High,Chat,Product inquiry,Sony 4K HDR TV,14.583333333333334,True,200,200,0.7657757129935977,High Risk
2970,2023-02-07,Low,Phone,Product inquiry,GoPro Action Camera,17.416666666666668,False,0,0,0.07450834489803287,Low Risk
2975,2023-01-06,High,Social media,Product inquiry,Microsoft Office,4.3,False,0,0,0.5846263539195401,Medium Risk
2976,2023-02-27,Low,Phone,Refund request,Canon DSLR Camera,11.766666666666667,False,0,0,0.06936252789843808,Low Risk
2985,2023-02-13,Critical,Social media,Billing inquiry,Amazon Echo,10.233333333333333,True,500,500,0.7707303935293723,High Risk
2989,2023-02-14,Critical,Chat,Product inquiry,Canon EOS,24.533333333333335,True,500,500,0.9194112882240678,High Risk
3000,2023-02-01,Medium,Social media,Refund request,Nikon D,11.166666666666666,False,0,0,0.04037828233209822,Low Risk
3001,2023-02-14,Low,Social media,Technical issue,Lenovo ThinkPad,11.316666666666666,False,0,0,0.04491032212405486,Low Risk
3002,2023-03-02,Medium,Email,Product inquiry,LG Washing Machine,14.283333333333333,False,0,0,0.04137594264450605,Low Risk
3008,2023-02-16,Medium,Phone,Product inquiry,Xbox,22.833333333333332,False,0,0,0.17603259626050835,Low Risk
3009,2023-01-21,Low,Social media,Refund request,PlayStation,25.716666666666665,False,0,0,0.054426182627356684,Low Risk
3012,2023-03-21,Medium,Social media,Refund request,Canon DSLR Camera,10.183333333333334,False,0,0,0.030510728975166886,Low Risk
3013,2023-03-26,High,Email,Product inquiry,Roomba Robot Vacuum,4.233333333333333,False,0,0,0.7114070774797148,High Risk
3014,2023-03-16,Critical,Phone,Technical issue,Nintendo Switch,12.9,True,500,500,0.8962156005858191,High Risk
3020,2023-02-05,High,Chat,Cancellation request,Bose SoundLink Speaker,13.216666666666667,True,200,200,0.8188614039646422,High Risk
3023,2023-01-19,Critical,Phone,Cancellation request,Asus ROG,2.4166666666666665,False,0,0,0.8478108734595193,High Risk
3031,2023-01-20,High,Email,Refund request,Amazon Echo,23.533333333333335,True,200,200,0.8407744746776596,High Risk
3034,2023-02-26,High,Social media,Refund request,Amazon Echo,1.7666666666666666,False,0,0,0.42895899329276943,Medium Risk
3037,2023-01-18,Low,Chat,Cancellation request,LG Washing Machine,18.833333333333332,False,0,0,0.04271250593603375,Low Risk
3041,2023-02-16,High,Email,Refund request,Nikon D,3.25,False,0,0,0.6787954135734094,High Risk
3042,2023-02-18,Critical,Social media,Billing inquiry,iPhone,8.0,True,500,500,0.7835339139611199,High Risk
3045,2023-01-14,Low,Email,Product inquiry,Lenovo ThinkPad,7.05,False,0,0,0.04337207336560281,Low Risk
3046,2023-01-15,Medium,Social media,Product inquiry,iPhone,7.466666666666667,False,0,0,0.0336105426586712,Low Risk
3053,2023-01-31,Medium,Phone,Cancellation request,LG OLED,18.566666666666666,False,0,0,0.1462459168542381,Low Risk
3060,2023-01-01,Critical,Email,Product inquiry,Sony 4K HDR TV,14.166666666666666,True,500,500,0.8916554481871378,High Risk
3064,2023-02-23,Medium,Social media,Cancellation request,Canon EOS,9.15,False,0,0,0.053724017128231896,Low Risk
3067,2023-01-03,Low,Email,Refund request,Microsoft Surface,0.9,False,0,0,0.03098613766691105,Low Risk
3071,2023-01-16,Critical,Social media,Billing inquiry,Sony PlayStation,6.833333333333333,True,500,500,0.6865219447625865,High Risk
3079,2023-03-28,Low,Social media,Technical issue,Canon DSLR Camera,4.483333333333333,False,0,0,0.02744839301916928,Low Risk
3094,2023-02-26,Critical,Chat,Technical issue,HP Pavilion,12.616666666666667,True,500,500,0.8113157306971207,High Risk
3102,2023-03-16,Medium,Phone,Refund request,Fitbit Versa Smartwatch,9.65,False,0,0,0.10815497088782443,Low Risk
3106,2023-01-12,Low,Email,Product inquiry,Samsung Soundbar,9.783333333333333,False,0,0,0.028730041802474987,Low Risk
3117,2023-03-15,Medium,Email,Cancellation request,Microsoft Surface,12.816666666666666,False,0,0,0.04491318984933163,Low Risk
3122,2023-01-16,Low,Chat,Technical issue,Microsoft Surface,0.6333333333333333,False,0,0,0.027355029650486116,Low Risk
3123,2023-03-13,High,Email,Billing inquiry,LG OLED,10.766666666666667,True,200,200,0.7421294927434888,High Risk
3131,2023-03-17,Critical,Phone,Product inquiry,Google Pixel,0.6833333333333333,False,0,0,0.832615893796596,High Risk
3132,2023-01-24,High,Email,Billing inquiry,Fitbit Charge,2.816666666666667,False,0,0,0.42271263365965195,Medium Risk
3133,2023-01-28,Medium,Email,Refund request,HP Pavilion,13.616666666666667,False,0,0,0.06397696608849297,Low Risk
3143,2023-01-08,Critical,Email,Technical issue,Philips Hue Lights,0.36666666666666664,False,0,0,0.8609473821652854,High Risk
3145,2023-02-05,High,Social media,Billing inquiry,Microsoft Office,4.366666666666666,False,0,0,0.3021096637979636,Low Risk
3155,2023-01-08,Critical,Phone,Billing inquiry,Microsoft Xbox Controller,15.9,True,500,500,0.7748591710350438,High Risk
3157,2023-02-27,High,Email,Product inquiry,Amazon Echo,2.7,False,0,0,0.6033651157765411,Medium Risk
3158,2023-03-01,High,Chat,Refund request,Google Nest,1.5166666666666666,False,0,0,0.5009051360567796,Medium Risk
3171,2023-02-19,Low,Social media,Technical issue,Nest Thermostat,2.1166666666666667,False,0,0,0.03397313605412622,Low Risk
3173,2023-01-28,Medium,Phone,Technical issue,iPhone,9.483333333333333,False,0,0,0.02261436098196496,Low Risk
3180,2023-02-10,Critical,Social media,Billing inquiry,Samsung Soundbar,3.6333333333333333,False,0,0,0.5825428858704377,Medium Risk
